bankroll,bet,stop_loss,mode,success_rate,fail_rate,neutral_rate,score
135,4,0.8,flat,0.489,0.511,0.0,-0.02200000000000002
135,5,0.7,flat,0.465,0.535,0.0,-0.07
135,4,0.9,flat,0.462,0.538,0.0,-0.07600000000000001
135,4,0.7,flat,0.455,0.545,0.0,-0.09000000000000002
135,5,0.8,flat,0.447,0.553,0.0,-0.10600000000000004
135,13,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
135,12,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
135,4,0.7,percent,0.459,0.541,0.0,-0.08200000000000002
135,10,0.7,percent,0.457,0.543,0.0,-0.08600000000000002
135,5,0.8,percent,0.454,0.546,0.0,-0.09200000000000003
136,4,0.7,flat,0.472,0.528,0.0,-0.05600000000000005
136,5,0.8,flat,0.456,0.544,0.0,-0.08800000000000002
136,4,0.8,flat,0.454,0.546,0.0,-0.09200000000000003
136,5,0.7,flat,0.446,0.554,0.0,-0.10800000000000004
136,5,0.9,flat,0.441,0.559,0.0,-0.11800000000000005
136,6,0.8,percent,0.475,0.525,0.0,-0.050000000000000044
136,4,0.8,percent,0.472,0.528,0.0,-0.05600000000000005
136,9,0.7,percent,0.46,0.54,0.0,-0.08000000000000002
136,5,0.7,percent,0.458,0.542,0.0,-0.08400000000000002
136,12,0.7,percent,0.456,0.544,0.0,-0.08800000000000002
137,4,0.7,flat,0.469,0.531,0.0,-0.062000000000000055
137,4,0.9,flat,0.463,0.537,0.0,-0.07400000000000001
137,4,0.8,flat,0.455,0.545,0.0,-0.09000000000000002
137,5,0.7,flat,0.425,0.575,0.0,-0.14999999999999997
137,5,0.8,flat,0.42,0.58,0.0,-0.15999999999999998
137,4,0.7,percent,0.475,0.525,0.0,-0.050000000000000044
137,5,0.7,percent,0.472,0.528,0.0,-0.05600000000000005
137,6,0.7,percent,0.47,0.53,0.0,-0.06000000000000005
137,10,0.7,percent,0.461,0.539,0.0,-0.07800000000000001
137,9,0.7,percent,0.453,0.547,0.0,-0.09400000000000003
138,4,0.7,flat,0.47,0.53,0.0,-0.06000000000000005
138,5,0.8,flat,0.46,0.54,0.0,-0.08000000000000002
138,5,0.7,flat,0.456,0.544,0.0,-0.08800000000000002
138,4,0.9,flat,0.445,0.555,0.0,-0.11000000000000004
138,4,0.8,flat,0.445,0.555,0.0,-0.11000000000000004
138,5,0.8,percent,0.487,0.513,0.0,-0.026000000000000023
138,4,0.8,percent,0.478,0.522,0.0,-0.04400000000000004
138,6,0.7,percent,0.475,0.525,0.0,-0.050000000000000044
138,11,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
138,5,0.9,percent,0.451,0.549,0.0,-0.09800000000000003
139,5,0.8,flat,0.476,0.524,0.0,-0.04800000000000004
139,4,0.7,flat,0.463,0.537,0.0,-0.07400000000000001
139,5,0.7,flat,0.463,0.537,0.0,-0.07400000000000001
139,4,0.9,flat,0.45,0.55,0.0,-0.10000000000000003
139,5,0.9,flat,0.441,0.559,0.0,-0.11800000000000005
139,13,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
139,4,0.7,percent,0.466,0.534,0.0,-0.068
139,9,0.7,percent,0.461,0.539,0.0,-0.07800000000000001
139,9,0.8,percent,0.452,0.548,0.0,-0.09600000000000003
139,8,0.8,percent,0.448,0.552,0.0,-0.10400000000000004
140,4,0.8,flat,0.483,0.517,0.0,-0.03400000000000003
140,5,0.8,flat,0.475,0.525,0.0,-0.050000000000000044
140,4,0.9,flat,0.473,0.527,0.0,-0.05400000000000005
140,5,0.9,flat,0.455,0.545,0.0,-0.09000000000000002
140,5,0.7,flat,0.451,0.549,0.0,-0.09800000000000003
140,8,0.7,percent,0.474,0.526,0.0,-0.052000000000000046
140,4,0.7,percent,0.462,0.538,0.0,-0.07600000000000001
140,4,0.8,percent,0.456,0.544,0.0,-0.08800000000000002
140,12,0.7,percent,0.456,0.544,0.0,-0.08800000000000002
140,8,0.8,percent,0.451,0.549,0.0,-0.09800000000000003
141,4,0.7,flat,0.468,0.532,0.0,-0.064
141,4,0.9,flat,0.466,0.534,0.0,-0.068
141,5,0.7,flat,0.464,0.536,0.0,-0.07200000000000001
141,4,0.8,flat,0.461,0.539,0.0,-0.07800000000000001
141,5,0.9,flat,0.448,0.552,0.0,-0.10400000000000004
141,4,0.7,percent,0.48,0.52,0.0,-0.040000000000000036
